,file_path,emotion,emotional_intensity
213,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-02-01-02-01-22.wav,calm,2
214,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-04-01-01-02-22.wav,sad,2
215,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-03-01-02-01-22.wav,happy,2
216,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-04-02-02-01-22.wav,sad,3
217,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-01-01-02-02-22.wav,neutral,2
218,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-05-01-02-02-22.wav,angry,2
219,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-05-02-01-01-22.wav,angry,3
220,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-03-01-01-02-22.wav,happy,2
221,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-06-02-02-01-22.wav,fearful,3
222,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-03-01-01-01-22.wav,happy,2
223,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-01-01-01-01-22.wav,neutral,2
224,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-04-02-02-02-22.wav,sad,3
225,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-06-01-01-02-22.wav,fearful,2
226,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-05-01-01-02-22.wav,angry,2
227,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-03-02-01-01-22.wav,happy,3
228,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-06-02-01-02-22.wav,fearful,3
229,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-05-02-02-01-22.wav,angry,3
230,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-03-01-02-02-22.wav,happy,2
231,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-07-02-02-01-22.wav,disgust,3
232,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-03-02-02-02-22.wav,happy,3
233,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-02-01-02-22.wav,surprised,3
234,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-01-02-02-22.wav,surprised,2
235,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-01-02-01-22.wav,surprised,2
236,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-01-01-02-22.wav,surprised,2
237,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-02-02-01-22.wav,surprised,3
238,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-02-01-01-22.wav,surprised,3
239,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_22/03-01-08-02-02-02-22.wav,surprised,3
240,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-01-02-02-24.wav,fearful,2
241,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-02-02-02-24.wav,angry,3
242,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-01-01-02-01-24.wav,neutral,2
243,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-02-02-02-24.wav,calm,3
244,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-01-01-01-24.wav,sad,2
245,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-02-02-01-24.wav,calm,3
246,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-01-02-02-24.wav,happy,2
247,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-01-01-01-24.wav,fearful,2
248,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-01-02-01-24.wav,happy,2
249,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-01-01-01-24.wav,angry,2
250,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-01-01-02-24.wav,calm,2
251,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-01-01-02-24.wav,disgust,2
252,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-02-02-01-24.wav,angry,3
253,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-01-02-02-24.wav,sad,2
254,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-02-01-01-24.wav,angry,3
255,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-02-01-01-24.wav,sad,3
256,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-01-01-01-01-24.wav,neutral,2
257,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-02-01-02-24.wav,sad,3
258,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-02-01-02-24.wav,happy,3
259,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-01-02-01-24.wav,calm,2
260,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-02-01-01-24.wav,fearful,3
261,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-01-01-01-02-24.wav,neutral,2
262,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-01-01-02-24.wav,angry,2
263,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-01-02-01-24.wav,disgust,2
264,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-02-01-02-24.wav,angry,3
265,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-02-01-02-24.wav,calm,3
266,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-01-02-01-24.wav,fearful,2
267,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-02-02-02-24.wav,sad,3
268,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-02-01-01-24.wav,happy,3
269,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-02-02-01-24.wav,fearful,3
270,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-01-02-02-24.wav,calm,2
271,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-01-01-02-02-24.wav,neutral,2
272,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-02-02-01-24.wav,sad,3
273,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-01-01-02-24.wav,sad,2
274,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-02-02-02-24.wav,happy,3
275,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-02-02-02-24.wav,fearful,3
276,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-02-01-01-24.wav,calm,3
277,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-04-01-02-01-24.wav,sad,2
278,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-01-01-01-24.wav,disgust,2
279,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-01-02-02-24.wav,angry,2
280,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-01-01-02-24.wav,fearful,2
281,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-06-02-01-02-24.wav,fearful,3
282,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-02-02-01-24.wav,happy,3
283,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-05-01-02-01-24.wav,angry,2
284,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-01-01-01-24.wav,happy,2
285,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-02-01-01-01-24.wav,calm,2
286,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-03-01-01-02-24.wav,happy,2
287,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-02-01-01-24.wav,disgust,3
288,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-02-01-01-24.wav,surprised,3
289,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-01-02-02-24.wav,disgust,2
290,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-02-02-02-24.wav,disgust,3
291,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-01-01-02-24.wav,surprised,2
292,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-02-01-02-24.wav,disgust,3
293,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-02-01-02-24.wav,surprised,3
294,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-01-02-01-24.wav,surprised,2
295,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-02-02-01-24.wav,surprised,3
296,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-02-02-02-24.wav,surprised,3
297,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-07-02-02-01-24.wav,disgust,3
298,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-01-02-02-24.wav,surprised,2
299,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_24/03-01-08-01-01-01-24.wav,surprised,2
300,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-01-01-01-13.wav,sad,2
301,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-01-01-02-01-13.wav,neutral,2
302,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-01-01-01-01-13.wav,neutral,2
303,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-01-01-01-02-13.wav,neutral,2
304,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-02-01-01-13.wav,disgust,3
305,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-02-01-01-13.wav,angry,3
306,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-01-01-02-02-13.wav,neutral,2
307,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-02-02-02-13.wav,angry,3
308,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-01-01-02-13.wav,angry,2
309,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-01-02-01-13.wav,disgust,2
310,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-01-02-01-13.wav,angry,2
311,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-02-01-02-13.wav,sad,3
312,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-01-02-02-13.wav,happy,2
313,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-02-02-01-13.wav,sad,3
314,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-01-02-01-13.wav,sad,2
315,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-01-01-01-13.wav,calm,2
316,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-02-02-02-13.wav,fearful,3
317,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-02-02-02-13.wav,sad,3
318,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-02-01-01-13.wav,sad,3
319,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-02-01-02-13.wav,calm,3
320,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-01-01-02-13.wav,disgust,2
321,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-01-01-01-13.wav,disgust,2
322,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-02-01-02-13.wav,angry,3
323,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-02-01-01-13.wav,calm,3
324,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-01-02-02-13.wav,angry,2
325,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-01-02-01-13.wav,happy,2
326,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-02-02-01-13.wav,calm,3
327,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-01-01-02-13.wav,surprised,2
328,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-01-01-01-13.wav,angry,2
329,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-02-01-01-13.wav,happy,3
330,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-01-02-01-13.wav,fearful,2
331,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-01-02-02-13.wav,sad,2
332,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-02-01-01-13.wav,fearful,3
333,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-02-02-01-13.wav,happy,3
334,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-01-02-02-13.wav,surprised,2
335,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-02-02-01-13.wav,disgust,3
336,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-02-02-02-13.wav,disgust,3
337,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-01-01-02-13.wav,fearful,2
338,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-02-02-02-13.wav,happy,3
339,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-01-02-02-13.wav,disgust,2
340,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-01-02-01-13.wav,calm,2
341,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-01-02-02-13.wav,fearful,2
342,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-01-01-02-13.wav,happy,2
343,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-02-01-02-13.wav,happy,3
344,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-03-01-01-01-13.wav,happy,2
345,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-01-01-02-13.wav,calm,2
346,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-01-02-02-13.wav,calm,2
347,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-02-01-02-13.wav,fearful,3
348,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-01-01-01-13.wav,fearful,2
349,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-01-01-01-13.wav,surprised,2
350,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-04-01-01-02-13.wav,sad,2
351,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-05-02-02-01-13.wav,angry,3
352,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-01-02-01-13.wav,surprised,2
353,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-07-02-01-02-13.wav,disgust,3
354,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-06-02-02-01-13.wav,fearful,3
355,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-02-02-02-02-13.wav,calm,3
356,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-02-02-02-13.wav,surprised,3
357,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-02-02-01-13.wav,surprised,3
358,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-02-01-01-13.wav,surprised,3
359,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_13/03-01-08-02-01-02-13.wav,surprised,3
360,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-01-01-02-02-06.wav,neutral,2
361,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-01-01-01-01-06.wav,neutral,2
362,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-01-01-01-02-06.wav,neutral,2
363,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-01-01-01-06.wav,calm,2
364,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-01-01-02-01-06.wav,neutral,2
365,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-01-02-01-06.wav,calm,2
366,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-01-01-02-06.wav,calm,2
367,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-01-01-01-06.wav,disgust,2
368,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-02-02-01-06.wav,calm,3
369,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-01-02-02-06.wav,disgust,2
370,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-01-02-02-06.wav,calm,2
371,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-02-01-01-06.wav,angry,3
372,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-01-01-01-06.wav,fearful,2
373,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-01-02-01-06.wav,sad,2
374,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-01-02-02-06.wav,angry,2
375,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-02-02-02-06.wav,happy,3
376,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-01-01-02-06.wav,angry,2
377,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-02-01-02-06.wav,angry,3
378,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-01-02-01-06.wav,happy,2
379,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-02-02-01-06.wav,sad,3
380,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-02-01-01-06.wav,happy,3
381,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-02-02-02-06.wav,fearful,3
382,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-02-02-01-06.wav,angry,3
383,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-01-02-02-06.wav,sad,2
384,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-01-01-01-06.wav,happy,2
385,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-02-01-01-06.wav,sad,3
386,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-02-01-02-06.wav,happy,3
387,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-02-01-01-06.wav,fearful,3
388,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-08-01-02-02-06.wav,surprised,2
389,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-02-02-02-06.wav,disgust,3
390,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-02-02-01-06.wav,disgust,3
391,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-01-01-02-06.wav,happy,2
392,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-02-01-02-06.wav,calm,3
393,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-01-01-01-06.wav,angry,2
394,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-02-01-02-06.wav,fearful,3
395,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-01-02-02-06.wav,fearful,2
396,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-01-01-01-06.wav,sad,2
397,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-02-01-01-06.wav,disgust,3
398,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-02-02-02-06.wav,calm,3
399,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-08-01-01-01-06.wav,surprised,2
400,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-01-02-01-06.wav,disgust,2
401,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-01-02-01-06.wav,fearful,2
402,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-01-01-02-06.wav,disgust,2
403,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-01-02-02-06.wav,happy,2
404,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-01-01-02-06.wav,sad,2
405,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-01-01-02-06.wav,fearful,2
406,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-02-02-02-06.wav,angry,3
407,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-04-02-02-02-06.wav,sad,3
408,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-02-02-01-01-06.wav,calm,3
409,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-08-01-02-01-06.wav,surprised,2
410,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-05-01-02-01-06.wav,angry,2
411,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-06-02-02-01-06.wav,fearful,3
412,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-03-02-02-01-06.wav,happy,3
413,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-08-01-01-02-06.wav,surprised,2
414,/content/drive/MyDrive/Dataset/Emotional Speech Audio/RAVDESS/Actor_06/03-01-07-02-01-02-06.wav,disgust,3
